p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
7.82E-13	0.850303537894922	0.634	0.26	0.0000000257	B Cells	ZFP36L1
5.65E-11	0.847342918469748	0.648	0.435	0.00000186	B Cells	RPS16
0.000000201	0.845620553408356	0.394	0.18	0.00659355996943737	B Cells	EML4
1.2E-12	0.845297978880788	0.197	0.013	0.0000000395	B Cells	MAP4K1
3.28E-10	0.844749712532688	0.62	0.316	0.0000108	B Cells	RPS9
0.00000000772	0.844420164471339	0.31	0.093	0.000253719066280641	B Cells	LBH
5.98E-18	0.843642588289717	0.282	0.018	1.97E-13	B Cells	TMC8
0.00000000169	0.843257130903609	0.507	0.244	0.0000556	B Cells	RPL24
0.00000145	0.842170334173806	0.31	0.118	0.047638177522091	B Cells	MGA
0.0000000409	0.840001789114975	0.338	0.154	0.00134287922603517	B Cells	PPP3CA
0.0000000179	0.839880011570131	0.268	0.09	0.000588419226901757	B Cells	ZCCHC2
0.0000000351	0.838519941342745	0.268	0.065	0.00115396131219079	B Cells	TLE3
0.000000267	0.837961908859345	0.282	0.088	0.00877819005526049	B Cells	BACH1
4.99E-10	0.83745996741075	0.169	0.011	0.0000164	B Cells	HLA-DOA
3.54E-14	0.836497336196175	0.535	0.19	0.00000000116	B Cells	DDX21
0.0000000112	0.836113601163916	0.324	0.089	0.000369664575404501	B Cells	TSC22D2
2.83E-10	0.836018167212288	0.437	0.152	0.0000093	B Cells	NOP58
0.000000612	0.835702414880084	0.394	0.169	0.0201315126791923	B Cells	SUB1
0.00000000245	0.833042306894126	0.507	0.242	0.0000807	B Cells	JAK1
9.56E-25	0.832913060704004	0.169	0.001	3.14E-20	B Cells	IGHG3
0.00000165	0.832860477370197	0.225	0.051	0.0541196605066084	B Cells	MIR29B2CHG
0.00000000342	0.829722166324732	0.225	0.032	0.000112310036548295	B Cells	TRAF5
2.69E-18	0.829551013652568	0.254	0.013	8.83E-14	B Cells	FLI1
4.59E-10	0.82722770767812	0.761	0.47	0.0000151	B Cells	H3F3B
0.0000000444	0.827224614876506	0.451	0.217	0.00146089210048229	B Cells	HLA-F
0.00000927	0.826947719166266	0.169	0.05	0.304860783591393	B Cells	MYNN
0.0000000356	0.825144202763956	0.606	0.336	0.00116988680574812	B Cells	RPL15
1.92E-19	0.824704542678615	0.211	0.007	6.3E-15	B Cells	AFF3
0.00000387	0.823984891289474	0.254	0.093	0.12713877384165	B Cells	SH3KBP1
2.67E-13	0.823745469854981	0.366	0.063	0.00000000878	B Cells	FLNA
0.000000289	0.821809317467901	0.451	0.202	0.00950088676850813	B Cells	HSPE1
0.00000000959	0.821784711107783	0.282	0.076	0.000315312074368835	B Cells	CCDC88B
0.0000000351	0.821023873198468	0.296	0.105	0.00115537105518395	B Cells	TMPO
1.4E-13	0.82004258336441	0.239	0.018	0.0000000046	B Cells	RAB30
0.00000000118	0.819806634548535	0.324	0.088	0.0000389	B Cells	JADE2
0.0000000115	0.818922240471245	0.352	0.115	0.000376950081025033	B Cells	PEA15
0.000000803	0.817072757622837	0.282	0.083	0.0263959640753471	B Cells	TRANK1
0.00000000862	0.816631666120831	0.507	0.254	0.000283479046973	B Cells	CFL1
2.12E-20	0.81430995427693	0.211	0.005	6.97E-16	B Cells	ADGRG5
1.46E-11	0.812707687815758	0.324	0.079	0.000000481	B Cells	UVRAG
0.000000179	0.812580318364934	0.225	0.078	0.00589061170181458	B Cells	RB1
0.0000000359	0.812422303491812	0.155	0.015	0.00117963098327389	B Cells	BACH2
0.00000316	0.812171203342322	0.408	0.2	0.104015760305822	B Cells	PPP1R12A
0.00000000153	0.810880022732876	0.535	0.227	0.0000503	B Cells	CLK1
3.66E-14	0.810858150815096	0.225	0.014	0.0000000012	B Cells	PARVG
0.00000908	0.809907706490414	0.239	0.064	0.298392438332874	B Cells	SSH2
3.89E-22	0.809141737334995	0.197	0.003	1.28E-17	B Cells	FCRL2
0.00000000414	0.8055409309135	0.606	0.367	0.00013611370943044	B Cells	PPP1R15A
2.94E-10	0.803387132263576	0.606	0.389	0.00000965	B Cells	RPL18
7.98E-14	0.801074407905567	0.254	0.022	0.00000000262	B Cells	SIPA1
0.000000848	0.799847991982535	0.465	0.245	0.0278597046932182	B Cells	CAP1
2.95E-19	0.796895463845642	0.183	0.004	9.71E-15	B Cells	EBF1
0.00000000652	0.796664748630378	0.423	0.171	0.000214478608009364	B Cells	ARPC5
0.00000000341	0.796159435195136	0.676	0.391	0.000112111012922053	B Cells	RPS24
0.00000479	0.793914984231146	0.254	0.093	0.157355908112006	B Cells	DUSP10
0.0000000719	0.793376846802507	0.451	0.202	0.00236353393233163	B Cells	AHSA1
0.00000168	0.78927755819603	0.239	0.064	0.0551300823390897	B Cells	ITPR1
1.54E-12	0.788169830679394	0.225	0.019	0.0000000507	B Cells	PLXNC1
4.64E-27	0.786926879730044	0.282	0.011	1.53E-22	B Cells	SCIMP
6.35E-10	0.7862178055653	0.183	0.014	0.0000209	B Cells	DOCK11
0.0000000224	0.785955097133502	0.324	0.184	0.000737897786117909	B Cells	MTPN
5.83E-11	0.785335230116181	0.254	0.035	0.00000191	B Cells	ARHGAP4
0.000000251	0.784643356508521	0.563	0.314	0.00823941218218412	B Cells	ANKRD12
1.12E-15	0.781952927150888	0.169	0.004	3.67E-11	B Cells	LINC00926
3.49E-11	0.781549089997416	0.239	0.033	0.00000115	B Cells	BCL2
0.00000000224	0.781341061893802	0.324	0.098	0.0000736	B Cells	NIPA2
4.27E-10	0.780679215997761	0.493	0.263	0.000014	B Cells	SETX
0.0000000642	0.780378676594161	0.268	0.085	0.00210896985541347	B Cells	VRK2
0.000000311	0.779526531542471	0.437	0.217	0.0102296063008475	B Cells	KDM5A
0.00000000175	0.779187877269703	0.254	0.053	0.0000575	B Cells	PRKD3
0.0000161	0.776193784207767	0.479	0.243	0.53042978853716	B Cells	NFKBIA
0.000000934	0.776130731453143	0.338	0.164	0.0307129107745175	B Cells	NPM1
2.19E-14	0.775567628913378	0.521	0.213	7.19E-10	B Cells	SLC25A6
2.11E-19	0.775486819150275	0.254	0.014	6.93E-15	B Cells	SASH3
0.0000000461	0.775023578257237	0.408	0.267	0.00151520206247125	B Cells	CTSH
0.000000924	0.774156814175625	0.451	0.214	0.0303644520287426	B Cells	UGCG
1.45E-19	0.773870827880472	0.296	0.019	4.75E-15	B Cells	FERMT3
0.0000000172	0.773359138578256	0.634	0.346	0.000564175208479148	B Cells	SFPQ
0.00000199	0.773140519320753	0.296	0.097	0.0654256846499253	B Cells	ATP2A3
0.00000000465	0.772956085903055	0.746	0.49	0.000152827923361794	B Cells	UBC
0.000000661	0.772831993925873	0.352	0.166	0.0217386276881367	B Cells	PSMB9
9.32E-12	0.772503851422724	0.268	0.042	0.000000306	B Cells	BLNK
0.0000000554	0.771773163096372	0.38	0.171	0.00182114187799554	B Cells	ROCK1
1.16E-12	0.767636087896825	0.197	0.014	0.0000000383	B Cells	ARHGAP15
6.87E-11	0.76686144247074	0.282	0.077	0.00000226	B Cells	ISG20
6.48E-22	0.762401243551171	0.282	0.014	2.13E-17	B Cells	KBTBD8
0.00000496	0.760995159446114	0.225	0.068	0.163077882249085	B Cells	OTULIN
0.00000111	0.757790994422882	0.239	0.077	0.0364765239056405	B Cells	RPL9
0.0000036	0.756744362993899	0.239	0.09	0.118467562135235	B Cells	IFI44L
9.23E-18	0.754680394042029	0.296	0.027	3.03E-13	B Cells	NCKAP1L
5.86E-10	0.754333435143247	0.423	0.121	0.0000193	B Cells	CD44
0.0000000583	0.752456816676005	0.69	0.447	0.00191494823875311	B Cells	RBM39
5.64E-14	0.751764722640278	0.183	0.008	0.00000000185	B Cells	SEMA7A
0.00000399	0.750295004615249	0.408	0.222	0.131068432976687	B Cells	C6orf62
0.000000252	0.748862248575295	0.211	0.045	0.00829059404766352	B Cells	CLIC4
0.00000279	0.747991745911602	0.338	0.167	0.0917384651441238	B Cells	CD99
0.0000129	0.747708502524275	0.155	0.054	0.425548078550755	B Cells	MALT1
1.24E-14	0.746587798303016	0.282	0.029	4.06E-10	B Cells	FMNL1
7.37E-10	0.74587452260371	0.38	0.131	0.0000242	B Cells	C6orf48
0.00000000689	0.744845130329307	0.549	0.275	0.000226534382375892	B Cells	BOD1L1
0.00000015	0.743904774567904	0.507	0.266	0.00494421541170973	B Cells	TCP1
0.00000012	0.741969209248432	0.239	0.078	0.00393280580257757	B Cells	APOBEC3C
0.0000182	0.74146010371138	0.324	0.154	0.596795703016992	B Cells	ARID5B
0.00000000338	0.740416278780713	0.239	0.041	0.000110966103173157	B Cells	GRK3
0.000000845	0.740077512767341	0.268	0.087	0.0277728445199353	B Cells	ARPC1B
7.61E-10	0.739259364688148	0.239	0.044	0.000025	B Cells	DEF6
5.57E-14	0.738845226812136	0.282	0.038	0.00000000183	B Cells	ICAM3
0.00000104	0.738718111001797	0.296	0.106	0.034175281759695	B Cells	TMC6
4.31E-13	0.736370008596707	0.394	0.094	0.0000000142	B Cells	GLS
0.000000782	0.73518942790835	0.535	0.284	0.0257079910032405	B Cells	CCNI
0.000000354	0.733978284429216	0.268	0.087	0.0116253917173187	B Cells	CTSZ
0.00000248	0.731625795708902	0.169	0.031	0.0816139615108243	B Cells	ATP8A1
3.96E-17	0.731523687683489	0.254	0.016	1.3E-12	B Cells	BCL2A1
0.00000322	0.731492022279807	0.225	0.065	0.105837960521685	B Cells	MEF2D
4.34E-10	0.7308454500859	0.592	0.29	0.0000143	B Cells	EEF1D
4.42E-10	0.730788776730889	0.296	0.125	0.0000145	B Cells	DTX3L
2.68E-11	0.730492693501593	0.127	0.003	0.00000088	B Cells	HLA-DQB1-AS1
0.00000000436	0.728923854865656	0.254	0.046	0.000143267702741002	B Cells	HDAC9
0.0000266	0.727215388552994	0.141	0.031	0.872996200181301	B Cells	MOB3A
0.0000000502	0.72638771927559	0.366	0.165	0.00165008780216517	B Cells	HCLS1
9.05E-12	0.725970114936843	0.225	0.024	0.000000298	B Cells	PLEK
1.12E-17	0.725959389573527	0.268	0.02	3.67E-13	B Cells	ENTPD1
0.0000134	0.724995694667261	0.239	0.105	0.439513047177315	B Cells	VAV1
0.00000211	0.724811229937636	0.408	0.278	0.0692608191395556	B Cells	MX1
0.00000064	0.724741749993646	0.366	0.138	0.0210461736027164	B Cells	PMAIP1
0.00000582	0.721809964179337	0.338	0.153	0.191341951246905	B Cells	SH3BGRL3
0.000000121	0.721694246756653	0.268	0.075	0.0039825597046254	B Cells	ST8SIA4
2.41E-11	0.720955429594029	0.169	0.01	0.000000792	B Cells	ACP5
2.78E-17	0.720613433208819	0.169	0.003	9.14E-13	B Cells	FCGR2B
0.0000000011	0.720186583786615	0.873	0.611	0.0000361	B Cells	HLA-B
0.000013	0.719982573357495	0.197	0.057	0.426275527322818	B Cells	USPL1
0.0000000151	0.718075384433138	0.324	0.099	0.000497168394019082	B Cells	DENND4A
2.07E-14	0.717602745489904	0.211	0.012	6.82E-10	B Cells	ZC3H12D
0.00000797	0.717156037555407	0.113	0.01	0.261971240393288	B Cells	ZEB1
0.000000152	0.716045957038322	0.408	0.254	0.00499363701255786	B Cells	BCLAF1
0.00000000246	0.715030575890097	0.155	0.012	0.0000808	B Cells	AP1S2
0.0000125	0.714657133617737	0.352	0.178	0.411785317812261	B Cells	ZFAND6
0.00000278	0.714072901910769	0.31	0.166	0.0912551001188769	B Cells	PTP4A1
4.75E-11	0.714025834396682	0.465	0.192	0.00000156	B Cells	PNRC1
2.29E-10	0.712764543918026	0.141	0.006	0.00000753	B Cells	GRASP
0.0000000973	0.712716393684398	0.268	0.092	0.00319814816103093	B Cells	RSBN1
0.0000222	0.711604210035736	0.31	0.149	0.729951631733839	B Cells	PARP1
0.0000000124	0.71112260687037	0.282	0.068	0.0004072719619865	B Cells	PHF6
0.00000419	0.710707112252813	0.324	0.14	0.137702738185031	B Cells	MORC3
8.6E-11	0.70942792942084	0.169	0.01	0.00000283	B Cells	SLAMF1
3.17E-12	0.708064844736351	0.225	0.019	0.000000104	B Cells	ADCY7
2.31E-11	0.705368861329035	0.211	0.021	0.000000761	B Cells	LPXN
0.000000248	0.702556070584837	0.507	0.273	0.0081675423049561	B Cells	IFI16
2.97E-11	0.702197085370504	0.197	0.016	0.000000976	B Cells	STAMBPL1
0.00000489	0.701495212572878	0.225	0.089	0.160620219856866	B Cells	ZMIZ1
0.00000000859	0.701394211577961	0.648	0.369	0.000282309435020348	B Cells	EIF5
0.000000111	0.698285244178844	0.183	0.042	0.00365423980966663	B Cells	CHMP7
0.0000000168	0.696042156668526	0.493	0.239	0.000553858489337131	B Cells	KPNB1
0.0000000334	0.69330863440073	0.408	0.17	0.00109653917014968	B Cells	MAP1LC3B
7.83E-10	0.69176268057393	0.69	0.378	0.0000257	B Cells	OAZ1
0.000000511	0.691379601373527	0.338	0.115	0.0168044180262857	B Cells	TNFAIP8
0.00000328	0.691274297335023	0.676	0.435	0.10792124807973	B Cells	EIF4G2
0.000000287	0.6911292592277	0.141	0.095	0.00943582953855284	B Cells	LDLRAD4
0.00000214	0.690457494790732	0.211	0.072	0.0703483943810463	B Cells	RPS3A
0.000000902	0.690335745608546	0.31	0.12	0.0296531436661365	B Cells	CDC42SE2
8.2E-13	0.687724045920124	0.282	0.045	0.000000027	B Cells	NFATC2
0.0000122	0.687112375142452	0.324	0.156	0.402608628461474	B Cells	RBM26
3.68E-17	0.6857373009691	0.197	0.007	1.21E-12	B Cells	MPEG1
0.00000461	0.685516064881824	0.225	0.072	0.151631410385626	B Cells	PLEKHG1
6.18E-13	0.684968535215365	0.197	0.012	0.0000000203	B Cells	SNX10
0.0000000942	0.684445475934689	0.197	0.031	0.00309713116410123	B Cells	GMIP
0.000000439	0.684361409925789	0.155	0.038	0.014415714957873	B Cells	SLC15A4
2.05E-14	0.68363421203374	0.155	0.004	6.74E-10	B Cells	CBFA2T3
0.0000203	0.682100863648466	0.239	0.088	0.668256571960592	B Cells	JOSD1
0.000000646	0.680645684451094	0.338	0.139	0.0212308489189002	B Cells	GNAI2
0.0000000675	0.680415200441417	0.606	0.333	0.00221909221285809	B Cells	YWHAZ
0.00000184	0.678633636839212	0.352	0.17	0.060611879085919	B Cells	PDS5A
0.0000000763	0.676069511934336	0.211	0.047	0.00250929186991992	B Cells	TCF3
7.98E-14	0.675528215414926	0.268	0.037	0.00000000262	B Cells	ST3GAL5
0.000000841	0.674597345727087	0.408	0.178	0.0276493572272093	B Cells	MAP4K4
0.000000298	0.674511073786015	0.268	0.083	0.00978823669339275	B Cells	CYFIP2
0.00000295	0.673093161563684	0.31	0.135	0.0969244007794867	B Cells	TUT4
0.00000341	0.672393872688375	0.296	0.113	0.111998720105274	B Cells	RGCC
0.0000186	0.672388745032083	0.352	0.171	0.611751376763871	B Cells	EIF3H
0.0000287	0.672338365768568	0.38	0.187	0.942739000777895	B Cells	ARL6IP5
0.00000161	0.672333872763746	0.254	0.091	0.0527651470086542	B Cells	RNASET2
4.93E-11	0.672182417274781	0.127	0.004	0.00000162	B Cells	LTA
0.00000366	0.670685438962894	0.127	0.013	0.120166923728891	B Cells	LY9
0.000000101	0.670133668326821	0.211	0.033	0.003312296990543	B Cells	SAMSN1
0.0000127	0.669536088567328	0.296	0.165	0.41739012267262	B Cells	RC3H1
0.00000501	0.668152234866606	0.338	0.156	0.164822210718967	B Cells	MEF2A
0.00000529	0.668015101699583	0.451	0.21	0.173990617486045	B Cells	JUNB
0.00000274	0.66747103517421	0.31	0.157	0.0900212206731665	B Cells	ARF6
0.000000186	0.665758547826949	0.155	0.016	0.0061068185707418	B Cells	KIF21B
0.00000831	0.664769635809362	0.268	0.1	0.273088391448255	B Cells	TENT5C
2.76E-13	0.664007081881453	0.873	0.593	0.00000000906	B Cells	TPT1
0.00000353	0.663494882283135	0.239	0.084	0.115941578465548	B Cells	TGFBR2
0.0000167	0.663361738120938	0.338	0.142	0.54745840686201	B Cells	NEU1
0.000000212	0.66299118547055	0.451	0.262	0.00697259825164028	B Cells	BTF3
1.36E-24	0.662845168010661	0.183	0.002	4.47E-20	B Cells	FCRLA
0.00000000293	0.661233124528239	0.859	0.572	0.0000964	B Cells	DDX5
0.000000149	0.660739017924729	0.183	0.031	0.00491368510463889	B Cells	MCM5
5.52E-10	0.660542789705385	0.239	0.037	0.0000181	B Cells	CD40
0.000000381	0.660132138154572	0.437	0.217	0.0125293171106682	B Cells	CYTH1
6.38E-16	0.65738456647474	0.141	0.002	2.1E-11	B Cells	CLECL1
0.0000000112	0.656754220402927	0.127	0.006	0.000367304222982606	B Cells	AIM2
0.0000000573	0.656641257272639	0.465	0.269	0.00188442981332582	B Cells	MTDH
0.0000000874	0.656454073285875	0.606	0.352	0.00287449700320414	B Cells	SCAF11
0.000000205	0.655809550463189	0.704	0.447	0.00673680481260254	B Cells	PRRC2C
0.00000000347	0.655156498084977	0.38	0.121	0.000114214604143486	B Cells	EVL
1.28E-11	0.651630188700212	0.254	0.034	0.000000421	B Cells	PAG1
6.86E-19	0.650253117175852	0.282	0.02	2.25E-14	B Cells	ITGB7
0.00000153	0.648770589322403	0.437	0.227	0.0502160290900455	B Cells	ZFAS1
0.0000000687	0.647300132641472	0.352	0.131	0.00225835804929086	B Cells	TRIM38
0.00000134	0.646864669862228	0.183	0.028	0.0439182602595681	B Cells	BIN2
2.41E-10	0.646508225036749	0.197	0.023	0.00000793	B Cells	LRCH1
0.000015	0.645349691075197	0.169	0.042	0.493025956831098	B Cells	INPP5F
2.95E-11	0.642563708172593	0.197	0.017	0.000000968	B Cells	TRAF3IP3
0.0000000221	0.642373430738117	0.324	0.106	0.000726847221900355	B Cells	RLF
0.0000000389	0.642307562957114	0.197	0.039	0.0012789082332507	B Cells	MED26
0.00000564	0.638556473069363	0.521	0.288	0.185398367131064	B Cells	OGA
0.00000201	0.636716688224295	0.225	0.078	0.0659390770724437	B Cells	EPSTI1
0.0000000046	0.636001078636418	0.296	0.069	0.000151164017088211	B Cells	ERAP2
0.00000442	0.635795064344759	0.394	0.202	0.145427095730668	B Cells	TERF2IP
0.00000000108	0.63568648928579	0.225	0.033	0.0000354	B Cells	MAPRE2
0.0000259	0.634846170152125	0.169	0.064	0.85134609372904	B Cells	EXOC8
0.00000195	0.631671725073937	0.225	0.055	0.064174500567887	B Cells	NFKB2
3.73E-12	0.631484732742033	0.211	0.022	0.000000123	B Cells	SH2B3
0.00000224	0.630536724592704	0.606	0.38	0.0737421658925911	B Cells	SF3B1
0.0000018	0.630339188421976	0.183	0.048	0.05919836062086	B Cells	FUT8
0.0000296	0.628160705324534	0.254	0.14	0.971602702910097	B Cells	UBE2D2
0.0000235	0.62781004421457	0.408	0.281	0.773267136750718	B Cells	CHD2
0.00000181	0.626059222671574	0.183	0.044	0.0594675515470583	B Cells	RNF44
1.07E-19	0.625775466830366	0.282	0.022	3.51E-15	B Cells	DENND5B
0.0000104	0.623163802456842	0.268	0.154	0.340427430557866	B Cells	PPP6R1
0.0000000742	0.622294894896679	0.324	0.098	0.00243883317106871	B Cells	EHD1
0.00000106	0.621167346307761	0.366	0.2	0.0347017418087043	B Cells	REST
0.0000143	0.621010303043867	0.324	0.154	0.468430583975129	B Cells	DNAJC8
0.000000358	0.618685337486529	0.465	0.221	0.0117747974999957	B Cells	IRF1
0.00000172	0.617564434364516	0.183	0.03	0.0564683706790329	B Cells	TRBC2
0.00000864	0.617346476569329	0.268	0.11	0.283843299897424	B Cells	KDM4B
2.85E-10	0.617000960616671	0.169	0.012	0.00000936	B Cells	TOX
0.00000536	0.616240720630377	0.296	0.112	0.176245654352057	B Cells	PNPLA8
0.0000241	0.616230474921648	0.225	0.068	0.792414389146243	B Cells	NGLY1
0.00000787	0.614185206078025	0.254	0.087	0.2585753087154	B Cells	MIS18BP1
0.0000000467	0.613404840203969	0.296	0.11	0.00153496427934572	B Cells	WASHC4
0.000000271	0.611862076875504	0.282	0.093	0.00892028801961551	B Cells	RRAGC
0.0000207	0.611207816904909	0.31	0.138	0.681049788470741	B Cells	RALGPS2
0.00000847	0.611180638299866	0.324	0.145	0.278499273015408	B Cells	HNRNPA1
0.00000223	0.609676913531049	0.563	0.338	0.0732565254122815	B Cells	RSRP1
0.00000024	0.608917404865107	0.282	0.118	0.00788153571518018	B Cells	ARPC4
0.000000327	0.608628728676943	0.211	0.062	0.0107372985974841	B Cells	ZDHHC21
0.000000409	0.607738984336191	0.254	0.072	0.0134292565113326	B Cells	ZPR1
0.00000223	0.607497036888634	0.197	0.047	0.0733083090186241	B Cells	ASAP1
1.24E-13	0.606983587990771	0.254	0.026	0.00000000408	B Cells	ITGB2
8.58E-10	0.605730918791066	0.437	0.199	0.0000282	B Cells	TAF1D
0.0000000107	0.603672860750235	0.592	0.341	0.000353281627689586	B Cells	RPL5
0.000000967	0.603404954626206	0.549	0.323	0.0317779449629434	B Cells	ATF4
0.000000747	0.602236032218863	0.268	0.083	0.0245680728835377	B Cells	ZFAND2A
0.0000121	0.602170011314303	0.761	0.505	0.397253926879586	B Cells	HLA-A
0.00000174	0.601009006356275	0.31	0.114	0.0571973220161996	B Cells	DDIT3
0.0000000293	0.600853119982502	0.268	0.067	0.000961540299810815	B Cells	PIP4K2A
0.0000108	0.600448576819628	0.211	0.061	0.354640412040831	B Cells	TAP2
0.00000447	0.600409305220234	0.268	0.104	0.146890179390104	B Cells	IFIH1
0.00000000112	0.59889264149391	0.254	0.056	0.0000369	B Cells	KLHL18
0.00000781	0.598347772132214	0.211	0.063	0.256813689339941	B Cells	TUBA4A
0.0000283	0.597695614619918	0.394	0.208	0.931347007884451	B Cells	YY1
0.000000318	0.594745824602089	0.296	0.103	0.0104423478560325	B Cells	PNP
0.0000000328	0.593809127436839	0.563	0.36	0.00107765216414945	B Cells	EIF4A2
0.00000153	0.593326316542989	0.239	0.068	0.0503121527551025	B Cells	TFEB
0.00000057	0.588991835215898	0.352	0.139	0.0187270661978131	B Cells	WTAP
0.0000041	0.588446121758395	0.268	0.099	0.134678021709566	B Cells	SNHG8
0.0000162	0.587959396188731	0.352	0.193	0.531448008474923	B Cells	STIP1
6.85E-22	0.586790696058584	0.183	0.003	2.25E-17	B Cells	GAPT
0.00000246	0.585530060530239	0.662	0.404	0.080864336526844	B Cells	NCL
0.000000606	0.584929503682437	0.31	0.128	0.0199181594391175	B Cells	STX7
1.52E-23	0.5846442490252	0.141	0.001	4.99E-19	B Cells	IGHG1
0.0000000656	0.584629457790776	0.211	0.035	0.0021565064327041	B Cells	ARID5A
2.84E-16	0.583763224462732	0.141	0.002	9.34E-12	B Cells	BLK
3.4E-11	0.580686869238855	0.197	0.017	0.00000112	B Cells	RASAL3
0.00000507	0.580285025196255	0.38	0.23	0.166764769350635	B Cells	ARPC3
0.00000000826	0.574969190754813	0.211	0.036	0.000271665571255455	B Cells	SNN
0.00000743	0.573490773147805	0.113	0.01	0.244356663376654	B Cells	SH2D3C
0.000000034	0.573258782741594	0.113	0.005	0.00111655994469298	B Cells	GPR18
4.93E-11	0.572722274735483	0.169	0.013	0.00000162	B Cells	THEMIS2
0.00000466	0.571699541560504	0.38	0.19	0.153101548499655	B Cells	DIAPH1
2.48E-23	0.571682079075205	0.169	0.001	8.15E-19	B Cells	CLEC17A
0.00000137	0.5715458841771	0.169	0.032	0.0451218542480401	B Cells	KLF12
0.00000112	0.571109718899766	0.803	0.525	0.0368298171256899	B Cells	HNRNPA2B1
0.00000571	0.570446862063297	0.141	0.019	0.187570093057782	B Cells	MYO1G
0.00000937	0.569196613431358	0.169	0.046	0.308014813172469	B Cells	BCAR3
0.00000313	0.569042216273736	0.239	0.085	0.102828996526358	B Cells	JMJD6
0.000000781	0.567821279231865	0.324	0.131	0.0256831795469066	B Cells	ELK4
0.00000728	0.566525593634945	0.197	0.081	0.239428185992959	B Cells	HERPUD2
1.99E-11	0.56578741384556	0.197	0.023	0.000000655	B Cells	CARD11
0.000000213	0.565418252966198	0.197	0.038	0.00698995010533391	B Cells	ZNF107
0.0000000533	0.565051068578853	0.296	0.096	0.001752162128864	B Cells	RASSF5
0.0000102	0.565026510539687	0.352	0.188	0.334004855554033	B Cells	XRN1
0.00000000465	0.563332717875391	0.169	0.021	0.00015281094348017	B Cells	RGS19
0.00000478	0.56157678833361	0.31	0.124	0.157040488234085	B Cells	CYB561A3
0.00000000214	0.559861438176121	0.324	0.098	0.0000704	B Cells	VASP
6.49E-11	0.558662516737841	0.296	0.062	0.00000213	B Cells	RUBCN
6.06E-10	0.556724449327243	0.169	0.016	0.0000199	B Cells	VAV2
5.84E-24	0.556691787316848	0.169	0.002	1.92E-19	B Cells	FAM30A
1.57E-10	0.556225904715148	0.197	0.022	0.00000518	B Cells	SNX22
9.91E-25	0.555060925707752	0.211	0.005	3.26E-20	B Cells	RUBCNL
0.00000964	0.554707424879104	0.282	0.122	0.316729757376194	B Cells	SERTAD1
1.03E-10	0.552792919046078	0.155	0.01	0.0000034	B Cells	HHEX
0.00000925	0.552006632484711	0.197	0.054	0.303920335781253	B Cells	EXOSC9
0.00000736	0.551000826609967	0.268	0.179	0.241982957667623	B Cells	CUL3
0.00000341	0.550991888220104	0.183	0.054	0.111990739103788	B Cells	IFIT2
0.0000299	0.548971102594371	0.127	0.109	0.982927362940338	B Cells	NAGK
0.00000000815	0.547892690616229	0.141	0.01	0.000268049373852585	B Cells	MCOLN2
0.00000000108	0.547549577251095	0.155	0.012	0.0000354	B Cells	LILRB1
6.44E-10	0.547095368066082	0.155	0.012	0.0000212	B Cells	EVI2A
0.0000000893	0.546995292955453	0.197	0.039	0.0029353408769699	B Cells	CRLF3
0.0000112	0.545229808740773	0.338	0.157	0.368340864245665	B Cells	RABEP1
0.000000207	0.540311808265875	0.113	0.007	0.00681734973281721	B Cells	SGPP1
0.0000219	0.539869667030068	0.169	0.036	0.718311383327568	B Cells	NUP210
5.79E-12	0.539838698398789	0.183	0.015	0.00000019	B Cells	NFKBID
0.000000267	0.538232584791962	0.141	0.027	0.00876141180013207	B Cells	ZHX2
3.13E-10	0.537289298422432	0.141	0.008	0.0000103	B Cells	DOK3
0.0000138	0.536661522920402	0.197	0.081	0.452416847694141	B Cells	CDC40
0.0000075	0.536242145655982	0.31	0.186	0.246651729975946	B Cells	RNF19A
0.0000163	0.535445695287887	0.761	0.495	0.535948882332202	B Cells	TMSB10
0.00000981	0.53493554769132	0.239	0.064	0.322311101504376	B Cells	SETBP1
0.0000000593	0.532676096033105	0.225	0.046	0.00194807082553899	B Cells	ITPR2
0.00000777	0.527554077982869	0.211	0.116	0.255265852383469	B Cells	SND1
0.00000186	0.52361721505705	0.423	0.213	0.0610255048410552	B Cells	WAC
0.000000308	0.523104857816045	0.324	0.136	0.0101159647391185	B Cells	PHF20
0.0000141	0.520563301521657	0.197	0.046	0.463759276288669	B Cells	DENND4B
0.0000000291	0.520105867672682	0.141	0.013	0.000956857589311725	B Cells	EMP3
2.69E-10	0.519632503975695	0.141	0.008	0.00000883	B Cells	PCED1B
0.00000229	0.519293013221108	0.155	0.021	0.0753325284520846	B Cells	GMFG
